nome;categoria;pasto_consigliato;kcal;proteine;lipidi;carboidrati;energia_kj;colesterolo;amido;zuccheri_solubili;alcol;fibra_totale;fibra_solubile;fibra_insolubile;saccarosio;glucosio;fruttosio;lattosio;galattosio;maltosio;maltotriosio;raffinosio;fluoro;sodio;magnesio;fosforo;cloro;potassio;calcio;cromo;manganese;ferro;nichel;rame;zinco;selenio;iodio;carotenoidi_totali;alfa_carotene;beta_carotene;criptoxantina;licopene;luteina;retinolo;zeaxantina;vitamina_a_equivalenti_retinolo;tiamina;riboflavina;niacina;acido_pantotenico;vitamina_b6;biotina;folati;vitamina_b12;vitamina_c;vitamina_d;vitamina_e;alfa_tocoferolo;beta_tocoferolo;gamma_tocoferolo;delta_tocoferolo;vitamina_k;acidi_grassi_saturi;rapporto_polinsaturi_saturi;alanina;cistina;acido_aspartico;acido_glutammico;fenilalanina;glicina;istidina;isoleucina;lisina;leucina;metionina;prolina;arginina;serina;treonina;valina;triptofano;tirosina;indice_chimico;aminoacido_limitante;acido_caffeico;acido_citrico;acido_fitico;acido_malico;apigenina;attivita_antiossidante;kaempferolo;fitosteroli;frutto-oligosaccaridi;miricetina;polifenoli;quercetina;violaxantina
Pizza bianca;Cereali e derivati;cena,pranzo;306;7.9;5.9;57.9;1282;0.0;50.7;2.1;0;2.3;116;111;0.0;0;0.0;0;0.0;0.0;0.0;0;0;789;15;39;0;99.0;20.0;0;0;1.1;0;0.0;31.0;0;0;0;0;0.0;0;0;0;0.0;0;0;6.0;5.0;50.0;0;0;0.0;32.0;0;0;0;0;0;0;0;0;0;0;0;327.0;241.0;451.0;3195.0;528.0;361.0;219.0;418.0;208.0;753.0;161.0;1152.0;351.0;529.0;281.0;519.0;94.0;275.0;46;Lisina;0;0;0;0;0;0;0;0;0;0;0;0;0
Pizza con pomodoro;Cereali e derivati;cena,pranzo;248;7.6;6.6;40.7;1037;0.0;34.4;2.9;0;2.7;78;193;0.0;0;0.0;0;0.0;0.0;0.0;0;0;280;17;48;0;109.0;12.0;0;0;tr;0;0.0;46.0;0;0;0;0;0.0;0;0;0;0.0;0;0;16.0;13.0;120.0;0;0;0.0;33.0;0;2;0;0;0;0;0;0;0;0;0;324.0;245.0;544.0;3069.0;492.0;380.0;224.0;427.0;214.0;732.0;159.0;1110.0;372.0;541.0;308.0;501.0;97.0;294.0;48;Lisina;0;0;tr;0;0;0;0;0;0;0;0;0;0
Pizza con pomodoro e mozzarella;Cereali e derivati;cena,pranzo;255;12.1;7.6;35.5;1067;0.0;30;2.5;0;2.5;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;775;0;40;0;209.0;122.0;0;0;1.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;16.0;13.0;120.0;0;0;0.0;0.0;0;2;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Pasta di semola;Cereali e derivati;cena,pranzo;341;13.5;1.2;72.7;1426;0.0;64.1;2.2;0;1.7;72;98;0.0;0;0.0;0;0.0;0.0;0.0;0;0;4;51;189;0;192.0;22.0;0;0;1.4;0;32.0;115.0;2.7;0;0;0;0.0;0;0;0;0.0;0;0;10.0;20.0;250.0;0;0;0.0;0.0;0;0;0;tr;0;0;0;0;0;0;3.14;329.0;234.0;467.0;3222.0;497.0;325.0;207.0;417.0;201.0;765.0;168.0;1091.0;362.0;521.0;288.0;499.0;96.0;284.0;45;Lisina;0;0;0.25;0;0;0;0;0;0;0;0;0;0
Pasta di semola, cotta, bollita;Cereali e derivati;cena,pranzo;175;6.9;0.6;37.3;731;0.0;32.9;1.1;0;0.9;31;62;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2;24;180;0;115.0;21.0;0;0;1.1;0;10.0;5.0;0;0;0;0;0.0;0;0;0;0.0;0;0;9.0;13.0;175.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;321.0;228.0;460.0;3132.0;511.0;321.0;213.0;413.0;202.0;779.0;166.0;1038.0;364.0;506.0;287.0;521.0;102.0;272.0;45;Lisina;0;0;0;0;0;0;0;0;0;0;0;0;0
Pasta di semola, integrale;Cereali e derivati;cena,pranzo;330;13.3;2.2;64.8;1382;0.0;56.2;3.0;0;7.1;153;557;0.0;0;0.0;0;0.0;0.0;0.0;0;0;11;100;0;0;330.0;0.0;0;0;2.7;0;0.0;200.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;tr;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Pasta di semola, integrale, cotta, bollita;Cereali e derivati;cena,pranzo;182;7.4;1.2;36.0;763;0.0;31.2;1.7;0;3.5;65;284;0.0;0;0.0;0;0.0;0.0;0.0;0;0;6;556;0;0;183.0;0.0;0;0;1.5;0;0.0;110.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;tr;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Pasta all'uovo, secca;Cereali e derivati;cena,pranzo;346;13.0;2.4;71.0;1449;94.0;62.7;2;0;3.2;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;17;0;199;0;164.0;22.0;0;0;2.1;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;35;14.0;19.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;319.0;219.0;487.0;3171.0;456.0;282.0;189.0;377.0;272.0;690.0;184.0;978.0;395.0;530.0;302.0;452.0;97.0;261.0;60;Lisina;0;0;0;0;0;0;0;0;0;0;0;0;0
Pasta all'uovo, secca, cotta, bollita;Cereali e derivati;cena,pranzo;123;4.6;0.8;25.5;516;31.0;23;0.17;0;1.1;0;0;2.0;1;0.0;0;0.0;14.0;0.0;1;0;18;11;52;0;16.0;22.0;0;16;0.04;0;6.0;42.0;0;0;0;0;0.0;0;0;0;0.0;0;0;3.0;1.0;0.0;0;4;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Ravioli, crudi, freschi;Cereali e derivati;cena,pranzo;2650;10.6;7.3;40.7;11090;760.0;35.4;1.8;0;2.2;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Ravioli, cotti;Cereali e derivati;cena,pranzo;1770;7.2;4.6;27.5;7390;250.0;23.7;1.4;0;1.6;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Tortellini, freschi;Cereali e derivati;cena,pranzo;302;12.2;7.1;49.9;1265;0.0;44.2;1.3;0;1.2;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Tortellini, freschi, cotti;Cereali e derivati;cena,pranzo;1580;6.4;3.7;26.0;6590;0.0;23.0;0.7;0;0.6;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Tortellini, secchi;Cereali e derivati;cena,pranzo;379;15.7;10.8;57.6;1587;0.0;51;1.5;0;1.6;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Biscotti, frollini;Cereali e derivati;colazione;426;7.2;13.8;71.7;1781;0.0;45.2;22;0;1.9;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;223;0;150;0;112.0;30.0;0;0;1;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;4.0;5.0;33.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Biscotti, integrali;Cereali e derivati;colazione;419;7.8;12.3;70.8;1755;0.0;38.2;28.8;0;6;94;507;0.0;0;0.0;0;0.0;0.0;0.0;0;0;225;0;164;0;280.0;26.0;0;0;1.6;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;8.0;9.0;47.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Biscotti, secchi;Cereali e derivati;colazione;404;6.6;7.9;80.4;1691;0.0;56.3;18.5;0;2.6;132;132;0.0;0;0.0;0;0.0;0.0;0.0;0;0;410;0;157;0;140.0;22.0;0;0;0.9;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;tr;8.0;19.0;50.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Biscotti, alla soia;Cereali e derivati;colazione;375;11.5;6.1;70.8;1571;0.0;58.7;6.2;0;4.5;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;180;0;207;0;320.0;45.0;94;0;1.8;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;9.0;14.0;120.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Biscotti, integrali, con soia;Cereali e derivati;colazione;464;11.5;20.4;60.4;1940;0.0;53.9;1.1;0;3.8;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;180;0;185;0;300.0;40.0;0;0;1.9;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;9.0;12.0;120.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Biscotti, wafers;Cereali e derivati;colazione;452;7.1;15;76.2;1893;0.0;45;26.7;0;1.6;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;70;0;83;0;160.0;73.0;0;0;1.6;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Crackers, al formaggio;Cereali e derivati;cena,pranzo;498;10.1;25.5;59.2;2082;0.0;48.9;5.5;0;2.8;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;688;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Crackers, alla soia;Cereali e derivati;cena,pranzo;421;13.1;11.7;67.7;1763;0.0;55.8;6.3;0;4.9;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Crackers, salati;Cereali e derivati;cena,pranzo;386;9.4;10;67.5;1616;0.0;61.4;tr;0;2.8;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0.17;0;0;0;0;0;0;0;0;0;0
Crackers, integrali;Cereali e derivati;cena,pranzo;402;12.0;11.4;61.7;1682;0.0;54.2;2.1;0;10.0;12;88;0.0;0;0.0;0;0.0;0.0;0.0;0;0;703;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Fette biscottate;Cereali e derivati;colazione;387;11.3;6;75.0;1621;0.0;66.2;2.2;0;3.5;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;124;0;0.0;55.0;0;0;3.8;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;5.0;30.0;260.0;0;0;0.0;45.0;0;0;0;0;0;0;0;0;0;0;0;318.0;230.0;488.0;3510.0;527.0;377.0;208.0;378.0;165.0;735.0;153.0;1096.0;405.0;441.0;220.0;478.0;99.0;263.0;37;Lisina;0;0;0;0;0;0;0;0;0;0;0;0;0
Fette biscottate, integrali;Cereali e derivati;colazione;394;14.2;10;63.0;1648;0.0;56.3;1.1;0;5.4;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Grissini;Cereali e derivati;cena,pranzo;421;11.3;13.9;65.1;1763;0.0;57.2;2.2;0;3.5;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;162;0;0.0;13.0;0;0;2.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;12.0;8.0;90.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cornetti;Cereali e derivati;cena,pranzo;403;7.2;18.3;54.7;1685;0.0;40.1;10.6;0;2.1;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;350;0;70;0;52.0;9.0;0;0;1.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;307.0;250.0;424.0;3525.0;490.0;340.0;192.0;336.0;139.0;699.0;153.0;1083.0;311.0;496.0;276.0;404.0;103.0;286.0;31;Lisina;0;0;0;0;0;0;0;0;0;0;0;0;0
Croissants;Cereali e derivati;cena,pranzo;362;8.3;20.3;38.0;1513;75.0;33.5;1.1;0;1.6;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;390;0;130;0;140.0;80.0;0;0;2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;21;18.0;16.0;200.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Bastoncini di crusca di frumento;Cereali e derivati;cena,pranzo;301;14.0;3.2;38.4;1258;0.0;25.1;10.8;0;35.9;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;614;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;3.5;0;0;0;0;0;0;0;0;0;0
Corn flakes;Cereali e derivati;cena,pranzo;367;6.6;0.8;87.4;1535;0.0;70;10.4;0;2.8;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;500;14;58;0;99.0;74.0;0;0;2.8;0;3.0;28.0;2;0;0;0;0.0;0;0;0;0.0;0;28;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0.06;0;0;0;0;0;0;0;0;0;0
Fiocchi d'avena;Cereali e derivati;cena,pranzo;367;8.0;7.5;66.8;1534;0.0;60.2;0.6;0;8.3;330;499;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;365;0;0.0;54.0;0;0;5.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;55.0;14.0;100.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Muesli;Cereali e derivati;colazione;374;9.7;6.0;71.7;1567;0.0;41.4;26.2;0;6.4;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;380;0;280;0;440.0;110.0;0;0;5.6;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;tr;50.0;70.0;650.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;14.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Riso, soffiato, da prima colazione;Cereali e derivati;cena,pranzo;354;6.0;1.0;85.1;1482;0.0;69.2;9;0;1;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0.23;0;0;0;0;0;0;0;0;0;0
Ceci, secchi;Legumi;cena,pranzo;343;20.9;6.3;46.9;1437;0.0;39.3;3.7;0;13.6;113;1245;0.0;0;0.0;0;0.0;0.0;0.0;0;0;6;130;415;0;881.0;142.0;0;0;6.4;0;100.0;32.0;2;0;0;0;0.0;0;0;0;0.0;0;10;30.0;10.0;250.0;0;0;0.0;312.0;0;tr;0;0;0;0;0;0;0;0;4.11;410.0;118.0;1144.0;1635.0;608.0;386.0;251.0;427.0;683.0;771.0;108.0;395.0;919.0;507.0;382.0;462.0;107.0;316.0;103;Solforati;0;0;0.6;0;0;0;0;0;0;0;0;0;0
Ceci, secchi, cotti, bolliti;Legumi;cena,pranzo;132;7.0;2.4;18.9;553;0.0;16;1.3;0;5.8;47;529;0.0;0;0.0;0;0.0;0.0;0.0;0;0;5;37;148;0;302.0;58.0;0;0;2.2;0;30.0;17.0;1;0;0;0;0.0;0;0;0;0.0;0;4;20.0;4.0;90.0;0;0;0.0;45.0;0;tr;0;0;0;0;0;0;0;0;0;700.0;114.0;1136.0;1659.0;607.0;390.0;263.0;437.0;711.0;774.0;104.0;390.0;967.0;523.0;370.0;457.0;109.0;284.0;99;Solforati;0;0;0;0;0;0;0;0;0;0;0;0;0
Ceci, in scatola, scolati;Legumi;cena,pranzo;111;6.7;2.3;13.9;465;0.0;11.7;1;0;5.7;4;53;0.0;0;0.0;0;0.0;0.0;0.0;0;0;311;24;72;0;109.0;43.0;0;0;1.8;0;10.0;103.0;1;0;0;0;0.0;0;0;0;0.0;0;3;5.0;3.0;20.0;0;0;0.0;42.0;0;tr;0;0;0;0;0;0;0;0;0;422.0;105.0;1148.0;1578.0;606.0;375.0;251.0;437.0;661.0;799.0;103.0;412.0;879.0;510.0;360.0;460.0;102.0;300.0;95;Solforati;0;0;0;0;0;0;0;0;0;0;0;0;0
Fagioli;Legumi;cena,pranzo;326;23.6;2.0;47.5;1362;0.0;40;3.5;0;17.5;234;1514;0.0;0;0.0;0;0.0;0.0;0.0;0;0;4;170;450;0;1445.0;135.0;0;0;8;0;70.0;34.0;16;0;0;0;0.0;0;0;0;0.0;0;3;40.0;10.0;230.0;0;0;0.0;0.0;0;3;0;0;0;0;0;0;0;0;1.10;419.0;85.0;1198.0;1480.0;522.0;380.0;284.0;419.0;721.0;762.0;106.0;357.0;569.0;556.0;397.0;460.0;96.0;253.0;87;Solforati;0;0;1.1;0;0;0;0;0;0;0;0;0;0
Fagioli, cotti, bolliti;Legumi;cena,pranzo;117;7.9;0.7;17.0;491;0.0;14.4;1.2;0;7.8;105;678;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;2;0;0.0;2.0;1.4;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Fagioli, Borlotti, freschi;Legumi;cena,pranzo;143;10.2;0.8;22.7;597;0.0;19.5;1.2;0;4.8;91;393;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2;0;180;0;650.0;44.0;0;0;3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;18;24.0;10.0;270.0;0;0;0.0;69.0;0;10;0;0;0;0;0;0;0;0;0;403.0;116.0;1314.0;1630.0;589.0;371.0;297.0;545.0;700.0;868.0;118.0;432.0;594.0;628.0;420.0;604.0;111.0;355.0;106;Solforati;0;0;0;0;0;0;0;0;0;0;0;0;0
Fagioli, Borlotti, freschi, cotti, bolliti;Legumi;cena,pranzo;78;5.7;0.5;11.2;325;0.0;9.7;0.5;0;4.2;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;10.0;3.0;60.0;0;0;0.0;28.0;0;0;0;0;0;0;0;0;0;0;0;425.0;112.0;1289.0;1622.0;596.0;383.0;274.0;537.0;708.0;864.0;120.0;440.0;583.0;614.0;416.0;608.0;107.0;337.0;105;Solforati;0;0;0;0;0;0;0;0;0;0;0;0;0
Fagioli, Borlotti, secchi;Legumi;cena,pranzo;312;20.2;2.0;47.7;1307;0.0;40.2;3.5;0;17.3;154;1571;0.0;0;0.0;0;0.0;0.0;0.0;0;0;3;163;464;0;1478.0;102.0;0;0;9;0;70.0;29.0;16;0;0;0;0.0;0;0;0;0.0;0;0;50.0;12.0;210.0;0;0;0.0;109.0;0;tr;0;0;0;0;0;0;0;0;0;427.0;102.0;1195.0;1571.0;568.0;383.0;299.0;529.0;713.0;809.0;108.0;372.0;579.0;594.0;397.0;532.0;97.0;322.0;95;Solforati;0;0;1.2;0;0;0;0;0;0;0;0;0;0
Fagioli, Borlotti, secchi, cotti, bolliti;Legumi;cena,pranzo;106;6.9;0.4;16.4;446;0.0;14;1;0;6.9;61;628;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2;0;127;0;282.0;46.0;0;0;2.3;0;20.0;12.0;6;0;0;0;0.0;0;0;0;0.0;0;0;11.0;3.0;30.0;0;0;0.0;32.0;0;0;0;0;0;0;0;0;0;0;0;420.0;99.0;1191.0;1636.0;571.0;388.0;275.0;535.0;677.0;816.0;107.0;393.0;564.0;603.0;396.0;532.0;96.0;367.0;94;Solforati;0;0;0;0;0;0;0;0;0;0;0;0;0
Fagioli, Borlotti, in scatola, scolati;Legumi;cena,pranzo;102;6.7;0.5;15.9;426;0.0;13.5;1;0;5.5;9;458;0.0;0;0.0;0;0.0;0.0;0.0;0;0;294;0;102;0;234.0;31.0;0;0;2.2;0;20.0;8.0;6;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;27.0;0;0;0;0;0;0;0;0;0;0;0;418.0;97.0;1145.0;1534.0;570.0;394.0;299.0;475.0;684.0;809.0;104.0;381.0;570.0;597.0;390.0;533.0;91.0;382.0;91;Solforati;0;0;0;0;0;0;0;0;0;0;0;0;0
